Departmental Family,Entity,Date,Expense Area,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,PROSPECT SERVICES LTD,2022285851,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,PROSPECT SERVICES LTD,2022285851,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,PROSPECT SERVICES LTD,2022285851,"£2,400"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,PROSPECT SERVICES LTD,2022285851,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£7,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£12,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£2,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£28,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£3,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£3,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£15,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£1,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,"£1,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REHAB JOBFIT,2022285955,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REMPLOY LTD,2022285958,"£25,619"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,REMPLOY LTD,2022285958,"£7,254"
Department for Work and Pensions,Employment Programmes,26/08/2011,OTHER GOODS AND SERVICES,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,-£922
Department for Work and Pensions,Employment Programmes,26/08/2011,JSP ESF DEL P COSTS,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£1,536"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£15,502"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£11,034"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£7,380"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£1,855"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£6,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£7,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£800
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£5,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£3,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£8,400"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£35,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£800
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£6,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£2,400"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£4,400"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£27,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£5,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2022286171,"£3,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£22,009"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£6,951"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£23,895"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£14,688"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£14,625"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£10,252"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£10,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£8,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£800
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£14,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£600
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£600
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£6,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£7,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,£0
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£9,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2022286174,"£1,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SKILLS TRAINING UK LIMITED,2022286184,"£31,622"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,SKILLS TRAINING UK LIMITED,2022286184,"£20,796"
Department for Work and Pensions,Corporate,26/08/2011,IS/IT,Corporate & Support Services,SPECIALIST COMPUTER CENTRES PLC,2022286192,"£114,565"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2022286278,"£17,685"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2022286278,"£22,116"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£13,030"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£2,928"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£26,505"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£4,620"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£7,795"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£9,691"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£4,095"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,£0
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£10,178"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£11,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£39,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,£800
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£1,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£13,200"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£1,800"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£6,400"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£8,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£9,600"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,£400
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,£600
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£4,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£10,000"
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,£800
Department for Work and Pensions,Employment Programmes,26/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2022286347,"£3,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£9,392"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£1,929"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£12,370"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£3,465"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£16,380"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£13,474"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£2,740"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£1,502"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£13,057"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£4,655"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£6,800"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£11,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£2,800"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£13,200"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£1,800"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£600
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£6,800"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£35,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£800
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£1,200"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£6,800"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£2,400"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£8,000"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£15,200"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£1,200"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£9,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£400
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£3,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£400
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£5,600"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£32,000"
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£400
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,£400
Department for Work and Pensions,Employment Programmes,30/08/2011,EP PROVIDER PAYMENT - WORK PROGRAMME,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2022287581,"£2,800"
