Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,RPA,29-Oct-13,IBM,5809130237,"Ł43,935.36",Support for the Rural Land Register iSmart Stabilise and Refresh project - September 2013,PO6 3AE,,65116,SIPRLR08,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000780,"Ł43,046.71",Digitisation of land parcels in Rural Land Register - July 2013,WC1V 6RL,,65271,SIPRLR02,ADMIN,
DEFRA,RPA,01-Oct-13,Deloitte and Touche,1110885428,"Ł39,152.40",Support to Finance and Compliance function - December 2012,MK9 1FD,,64819,N/A,ADMIN,
DEFRA,RPA,09-Oct-13,Steria Limited,100051935,"Ł34,622.40",Accommodation - Steria quarterly charges - October-December 2013,M14 0WN,,65037,CORS0120,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45343,"Ł31,255.97",Northallerton - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45341,"Ł30,251.82",Carlisle - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45408,"Ł29,594.91",Reading - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,25-Oct-13,Assima,13/050M,"Ł28,026.00",2012-13 Annual maintenance and support for Assima training suite and licences ,EC2Y 9HT,,65588,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45410,"Ł25,300.97",Newcastle - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,VMD,10/10/2013,FOOD & ENV. RESEARCH AGENCY,64956,"Ł196,015.23",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,
DEFRA,VMD,28/10/2013,AHVLA,65100,"Ł113,719.19",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
DEFRA,VMD,17/10/2013,TSOL TREASURY SOLICITORS,65026,"Ł46,120.50",2013-14 Legal services - Quarter 1 and Quarter 2,0,0,,,ADMINISTRATION,
DEFRA,VMD,30/09/2013,FOOD & ENV. RESEARCH AGENCY,64812,"Ł27,131.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,
DEFRA,VMD,10/10/2013,FOOD & ENV. RESEARCH AGENCY,64955,"Ł27,128.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme,0,GOVN,,,ADMINISTRATION,
Defra,Royal Botanic Gardens Kew,15/10/2013,Cofely Ltd,MS0224610,"Ł71,122.80",Energy and environmental efficiency services - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Cofely Ltd,MS0224609,"Ł42,714.00",Energy and environmental efficiency services - September 2013,,,,,,
Defra,Royal Botanic Gardens Kew,22/10/2013,CORONA ENERGY RETAIL 4 LIMITED,MS0225544,"Ł32,951.88",Gas charges adjustment - September 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,CORONA ENERGY RETAIL 4 LIMITED,MS0224349,"Ł26,927.21",Kew Gardens gas charges - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,08/10/2013,Design Clean Limited,MS0224806,"Ł42,310.64",Cleaning contract  - August  2013,,,,,,
Defra,Royal Botanic Gardens Kew,08/10/2013,Design Clean Limited,MS0224814,"Ł42,310.64",Cleaning contract  - September 2013 ,,,,,,
Defra,Royal Botanic Gardens Kew,23/10/2013,EDF Energy Customers plc,MS0224123,"Ł59,426.41",Kew Gardens electricity costs  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Norland Managed Services Ltd,MS0224838,"Ł187,500.76",Planned maintenance charges  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,22/10/2013,Norland Managed Services Ltd,MS0225160,"Ł31,618.66",Planned maintenance charges  - October 2013,,,,,,
Defra,Royal Botanic Gardens Kew,15/10/2013,Skanska Rashleigh Weatherfoil,MS0225296,"Ł48,188.24",Replacement of cooling system and associated works in the Herbarium Building Wing D,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0223445,"Ł44,005.52",Water charges - June 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0222017,"Ł32,885.52",Water charges - July 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Thames Water Utilities Ltd,MS0224288,"Ł25,007.11",Water charges - August 2013,,,,,,
Defra,Royal Botanic Gardens Kew,01/10/2013,Turner & Townsend Project Management Ltd,MS0224693,"Ł245,882.54",Temperate House renovation project,,,,,,
