Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier tab final,Contract Number,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HAMPSHIRE COUNTY COUNCIL,ERS-524818-92503,"£2,608,357.00",Capital Investment In Community Capacity Grant 2014/2015,SO23 8UJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HARINGEY LONDON BOROUGH COUNCIL,ERS-524819-92504,"£629,913.00",Capital Investment In Community Capacity Grant 2014/2015,N22 7TR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HARROW LONDON BOROUGH COUNCIL,ERS-524820-92505,"£532,056.00",Capital Investment In Community Capacity Grant 2014/2015,HA1 2UL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HARTLEPOOL BOROUGH COUNCIL,ERS-524821-92506,"£274,921.00",Capital Investment In Community Capacity Grant 2014/2015,TS24 8AY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HAVERING LONDON BOROUGH COUNCIL,ERS-524822-92507,"£551,726.00",Capital Investment In Community Capacity Grant 2014/2015,RM1 3BB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HEREFORDSHIRE COUNCIL,ERS-524823-92509,"£483,112.00",Capital Investment In Community Capacity Grant 2014/2015,HR1 2XW,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-524824-92510,"£2,268,175.00",Capital Investment In Community Capacity Grant 2014/2015,SG13 8DF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HILLINGDON LONDON BOROUGH COUNCIL,ERS-524825-92511,"£571,160.00",Capital Investment In Community Capacity Grant 2014/2015,UB8 1UW,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-524826-92512,"£548,247.00",Capital Investment In Community Capacity Grant 2014/2015,TW3 4DN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,ISLE OF WIGHT COUNCIL,ERS-524827-92599,"£420,462.00",Capital Investment In Community Capacity Grant 2014/2015,ISLE OF WIGHT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,ISLINGTON LONDON BOROUGH COUNCIL,ERS-524829-92514,705449,Capital Investment In Community Capacity Grant 2014/2015,EC1V 7LQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-524830-92515,"£475,537.00",Capital Investment In Community Capacity Grant 2014/2015,W8 7NX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KENT COUNTY COUNCIL,ERS-524831-92516,"£3,381,860.00",Capital Investment In Community Capacity Grant 2014/2015,ME14 1XQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KINGSTON UPON HULL CITY COUNCIL,ERS-524832-92513,"£956,516.40",Capital Investment In Community Capacity Grant 2014/2015,HU1 2AB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-524833-92558,"£314,451.00",Capital Investment In Community Capacity Grant 2014/2015,KT1 1EU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KIRKLEES METROPOLITAN COUNCIL,ERS-524834-92517,"£1,020,346.00",Capital Investment In Community Capacity Grant 2014/2015,HD2 1JP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-524835-92518,"£536,021.00",Capital Investment In Community Capacity Grant 2014/2015,L36 9YZ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LAMBETH LONDON BOROUGH COUNCIL,ERS-524836-92519,"£827,804.00",Capital Investment In Community Capacity Grant 2014/2015,SW2 1RW,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LANCASHIRE COUNTY COUNCIL,ERS-524837-92520,"£3,027,304.00",Capital Investment In Community Capacity Grant 2014/2015,PR1 0LD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LEEDS CITY COUNCIL,ERS-524838-92521,"£1,816,294.00",Capital Investment In Community Capacity Grant 2014/2015,LS2 8JR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LEICESTER CITY COUNCIL,ERS-524839-92522,"£863,366.00",Capital Investment In Community Capacity Grant 2014/2015,LE1 6ZG,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LEICESTERSHIRE COUNTY COUNCIL,ERS-524840-92523,"£1,324,476.00",Capital Investment In Community Capacity Grant 2014/2015,LE3 8RA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,LEWISHAM LONDON BOROUGH COUNCIL,ERS-524841-92524,750431,Capital Investment In Community Capacity Grant 2014/2015,SE6 4RU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LINCOLNSHIRE COUNTY COUNCIL,ERS-524842-92525,"£1,847,685.00",Capital Investment In Community Capacity Grant 2014/2015,LN1 1YL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LIVERPOOL CITY COUNCIL,ERS-524843-92526,"£1,622,294.00",Capital Investment In Community Capacity Grant 2014/2015,L69 2DQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,LUTON BOROUGH COUNCIL,ERS-524844-92527,"£432,372.00",Capital Investment In Community Capacity Grant 2014/2015,LU1 2BQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,MANCHESTER CITY COUNCIL,ERS-524845-92528,"£1,462,617.00",Capital Investment In Community Capacity Grant 2014/2015,M60 2JR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,MEDWAY COUNCIL,ERS-524846-92529,"£547,440.00",Capital Investment In Community Capacity Grant 2014/2015,ME2 4AU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,MERTON BOROUGH COUNCIL,ERS-524847-92530,"£410,310.00",Capital Investment In Community Capacity Grant 2014/2015,SM4 5DX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,MIDDLESBROUGH COUNCIL,ERS-524848-92531,"£415,811.00",Capital Investment In Community Capacity Grant 2014/2015,TS1 2YL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,MILTON KEYNES COUNCIL,ERS-524849-92532,"£498,179.00",Capital Investment In Community Capacity Grant 2014/2015,MK9 3HS,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-524850-92534,"£823,368.00",Capital Investment In Community Capacity Grant 2014/2015,NE1 8PP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NEWHAM LONDON BOROUGH COUNCIL,ERS-524851-92535,"£805,584.00",Capital Investment In Community Capacity Grant 2014/2015,E6 2RP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORFOLK COUNTY COUNCIL,ERS-524852-92536,"£2,292,458.00",Capital Investment In Community Capacity Grant 2014/2015,NR1 2DL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,NORTH EAST LINCOLNSHIRE COUNCIL,ERS-524853-92533,427755,Capital Investment In Community Capacity Grant 2014/2015,DN35 8LN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTH LINCOLNSHIRE COUNCIL,ERS-524854-92539,"£417,447.00",Capital Investment In Community Capacity Grant 2014/2015,DN16 1AB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTH SOMERSET COUNCIL,ERS-524855-92540,"£506,884.00",Capital Investment In Community Capacity Grant 2014/2015,BS23 1LL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-524856-92541,"£565,657.00",Capital Investment In Community Capacity Grant 2014/2015,NE28 6UZ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTH YORKSHIRE COUNTY COUNCIL,ERS-524857-92542,"£1,329,608.00",Capital Investment In Community Capacity Grant 2014/2015,DL6 1DF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-524858-92537,"£1,490,628.00",Capital Investment In Community Capacity Grant 2014/2015,NN4 7DB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NORTHUMBERLAND COUNTY COUNCIL,ERS-524859-92538,"£834,681.00",Capital Investment In Community Capacity Grant 2014/2015,NE61 2EF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NOTTINGHAM CITY COUNCIL,ERS-524860-92543,"£850,358.00",Capital Investment In Community Capacity Grant 2014/2015,NG1 2DE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,NOTTINGHAMSHIRE COUNTY COUNCIL,ERS-524861-92544,"£1,934,980.00",Capital Investment In Community Capacity Grant 2014/2015,NG2 7QP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-524862-92545,"£615,733.00",Capital Investment In Community Capacity Grant 2014/2015,OL1 1UH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,OXFORDSHIRE COUNTY COUNCIL,ERS-524863-92546,"£1,257,166.00",Capital Investment In Community Capacity Grant 2014/2015,OX4 2GQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,PETERBOROUGH CITY COUNCIL,ERS-524864-92547,"£435,409.00",Capital Investment In Community Capacity Grant 2014/2015,PE1 1HQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,PLYMOUTH CITY COUNCIL,ERS-524865-92548,704470,Capital Investment In Community Capacity Grant 2014/2015,PL1 2AA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,POOLE BOROUGH OF,ERS-524866-92549,"£349,764.00",Capital Investment In Community Capacity Grant 2014/2015,BH15 2RU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,PORTSMOUTH CITY COUNCIL,ERS-524867-92550,"£488,490.00",Capital Investment In Community Capacity Grant 2014/2015,PO1 2AL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,READING BOROUGH COUNCIL,ERS-524868-92551,"£312,434.00",Capital Investment In Community Capacity Grant 2014/2015,RG1 7TD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-524869-92552,"£612,234.00",Capital Investment In Community Capacity Grant 2014/2015,IG1 1TR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-524870-92553,"£395,121.00",Capital Investment In Community Capacity Grant 2014/2015,TS6 9AR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-524871-92554,"£362,543.00",Capital Investment In Community Capacity Grant 2014/2015,TW1 3BZ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,ROCHDALE BOROUGH COUNCIL,ERS-524872-92556,"£608,055.00",Capital Investment In Community Capacity Grant 2014/2015,OL16 9AJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,ROTHERHAM BOROUGH COUNCIL,ERS-524873-92557,"£738,036.00",Capital Investment In Community Capacity Grant 2014/2015,S65 1UE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,RUTLAND COUNTY COUNCIL,ERS-524874-92559,"£74,457.00",Capital Investment In Community Capacity Grant 2014/2015,LE15 6HP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SALFORD CITY COUNCIL,ERS-524875-92560,"£722,884.00",Capital Investment In Community Capacity Grant 2014/2015,M27 5AP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-524876-92561,"£1,013,789.00",Capital Investment In Community Capacity Grant 2014/2015,B69 3DE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-524877-92563,836565,Capital Investment In Community Capacity Grant 2014/2015,L20 3NQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SHEFFIELD CITY COUNCIL,ERS-524878-92564,"£1,484,130.00",Capital Investment In Community Capacity Grant 2014/2015,S1 1UJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SHROPSHIRE COUNTY COUNCIL,ERS-524879-92565,"£764,663.00",Capital Investment In Community Capacity Grant 2014/2015,SY2 6ND,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SLOUGH BOROUGH COUNCIL,ERS-524880-92566,"£282,782.00",Capital Investment In Community Capacity Grant 2014/2015,SL1 3UF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-524882-92567,"£477,485.00",Capital Investment In Community Capacity Grant 2014/2015,B91 9GN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOMERSET COUNTY COUNCIL,ERS-524883-92568,"£1,370,186.00",Capital Investment In Community Capacity Grant 2014/2015,TA1 4DY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOUTH GLOUCESTERSHIRE COUNCIL,ERS-524884-92571,"£512,974.00",Capital Investment In Community Capacity Grant 2014/2015,BS15 9TR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOUTH TYNESIDE COUNCIL,ERS-524885-92573,"£502,120.00",Capital Investment In Community Capacity Grant 2014/2015,NE33 2RL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOUTHAMPTON CITY COUNCIL,ERS-524886-92570,"£608,618.00",Capital Investment In Community Capacity Grant 2014/2015,SO15 1GX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-524887-92572,"£452,053.00",Capital Investment In Community Capacity Grant 2014/2015,SS2 6ER,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-524888-92569,"£861,670.00",Capital Investment In Community Capacity Grant 2014/2015,SE17 1RX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-524889-92508,"£528,231.00",Capital Investment In Community Capacity Grant 2014/2015,WA10 1HP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41857,Capital Grants to local authorities,DG: SCLGCP,STAFFORDSHIRE COUNTY COUNCIL,ERS-524890-92574,1943151,Capital Investment In Community Capacity Grant 2014/2015,ST16 2NF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,06/08/2014,Capital Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-524891-92575,"£703,983.00",Capital Investment In Community Capacity Grant 2014/2015,SK1 3XE,,Programme,Public,,,,,,,,,,,,,,,,
