Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-489784-71743,"48,057.00",Cancer - Prostate,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-489784-71743,"107,061.00",Cochrane Projects - not including the UKCC,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-489784-71743,"68,207.00",Cochrane Projects - not including the UKCC,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-489784-71743,"28,431.00",Cochrane Projects - not including the UKCC,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-489784-71743,"51,713.00",Units Doing Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-489789-71744,"48,339.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-489789-71744,"23,476.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-489789-71744,"32,167.00",HTA - Clinical Evaluation Trial,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-489789-71744,"1,117.00",EME - ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"16,584.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"75,198.00",Targeted Capacity Building,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"132,809.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"10,812.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"4,061.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"53,538.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"114,595.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"66,867.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"22,227.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"64,342.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"46,948.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"91,279.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"7,354.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"52,992.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"19,292.00",EME - ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"86,465.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"15,509.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"50,799.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-489790-71745,"5,015.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"34,560.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"31,782.00",Invention for Innovation,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"26,779.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"25,390.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"39,306.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"17,124.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"30,314.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"27,878.00",NIHR Public Health Research ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"23,529.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"19,932.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"94,218.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"63,406.00",Rus - Regional Design Service,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"75,982.00",Reviews Infrastructure (Existing),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"123,845.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-489807-71746,"210,942.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"5,645.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"7,466.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"55,621.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"68,563.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"30,198.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"81,784.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"46,373.00",EME - ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"46,254.00",EME - ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"65,903.00",EME - ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"30,967.00",Rus - Regional Design Service,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"57,789.00",Reviews Infrastructure (Existing),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"255,425.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-489812-71747,"224,067.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST ANDREWS UNIVERSITY OF,PUBLIC,KY16 9AJ,ERS-489814-71748,"33,612.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"71,792.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"36,054.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"48,371.00",Cochrane Projects - not including the UKCC,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"62,359.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"22,459.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"11,486.00",Cochrane Projects - not including the UKCC,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"21,563.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-489816-71749,"39,894.00",NIHR Public Health Research ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,ERS-489817-71750,"68,160.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,ERS-489817-71750,"47,463.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-489823-71753,"24,868.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-489823-71753,"22,608.00",NIHR Public Health Research ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-489823-71753,"24,037.00",Invention for Innovation,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-489823-71753,"21,014.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-489823-71753,"18,302.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,TEESSIDE UNIVERSITY OF,PUBLIC,TS1 3BA,ERS-489825-71751,"3,679.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,TEESSIDE UNIVERSITY OF,PUBLIC,TS1 3BA,ERS-489825-71751,"34,253.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,THE COLLEGE OF OPTOMETRISTS,PUBLIC,WC2N 5NG,ERS-489829-71742,"50,312.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-489840-71735,"34,241.00",HTA - Clinical Evaluation Trial,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-489840-71735,"41,483.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-489840-71735,"80,350.00",Targeted Capacity Building,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-489840-71735,"45,293.00",HTA Commissioned Research,Programme,
