Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-522420-90025,"£55,495.00",Cancer - Prostate,BS8 1TH,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,BRUNEL UNIVERSITY,ERS-522421-90026,"£43,270.00",PROJECTS,UB8 3PH,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£25,891.00",Invention for Innovation,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£60,188.31",HTA Researcher Lead,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£69,047.58",HTA Researcher Lead,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£39,184.23",HTA Researcher Lead,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£13,136.00",NIHR Public Health Research ( NETSCC ),CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£36,256.21",HS & DR,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£274,555.00",PRU,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£16,967.00",EME - ( NETSCC ),CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£35,057.00",HTA Commissioned Research,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£4,262.17",HTA Researcher Lead,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-522424-90027,"£35,087.00",Cancer - Prostate,CB2 1TN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£44,173.00",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£36,818.38",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£43,155.56",HS & DR,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£100,097.58",HTA Researcher Lead,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£30,023.00",PROJECTS,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£53,466.00",Invention for Innovation,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£31,017.98",HS & DR,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£75,180.36",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£61,633.25",NIHR Public Health Research ( NETSCC ),CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£81,240.60",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£12,121.69",HS & DR,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£28,867.50",Invention for Innovation,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£100,002.00",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£58,694.00",NIHR Public Health Research ( NETSCC ),CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£77,858.00",HTA Commissioned Research,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-522429-90028,"£41,085.00",HS & DR,CF24 0DE,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-522433-90029,"£43,351.96",HS & DR,EC1V 0HB,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,CITY UNIVERSITY LONDON,ERS-522433-90029,"£44,143.08",HS & DR,EC1V 0HB,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£20,691.34",HTA Commissioned Research,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£80,172.00",HTA Researcher Lead,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£65,950.62",NIHR Public Health Research ( NETSCC ),DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£65,958.30",HTA Commissioned Research,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£43,919.00",HS & DR,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£84,139.72",HTA Researcher Lead,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£94,244.12",HTA Researcher Lead,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-522438-90030,"£42,503.81",HTA Commissioned Research,DD1 4HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,DURHAM UNIVERSITY OF,ERS-522439-90031,"£29,404.83",HS & DR,DH1 3HN,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£29,172.00",EME - ( NETSCC ),NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£26,254.15",HTA Commissioned Research,NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£97,521.00",EME - ( NETSCC ),NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£49,887.90",HTA Researcher Lead,NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£77,187.00",HTA Researcher Lead,NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-522441-90032,"£74,136.91",HS & DR,NR4 7TJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£20,632.00",EME - ( NETSCC ),EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£8,199.00",EME - ( NETSCC ),EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£100,860.00",HTA Researcher Lead,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£66,489.54",EME - ( NETSCC ),EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£78,117.43",HTA Researcher Lead,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£69,734.00",CJD ,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£56,122.50",NIHR Public Health Research ( NETSCC ),EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£78,165.71",HTA Researcher Lead,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£559,500.00",CJD ,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£96,553.80",EME - ( NETSCC ),EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-522446-90033,"£8,298.14",HTA Commissioned Research,EH1 1HT,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,ESSEX UNIVERSITY OF,ERS-522449-90035,"£252,127.75",Rus - Regional Design Service,CO4 3SQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£65,908.00",Invention for Innovation,EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£78,316.00",NIHR Public Health Research ( NETSCC ),EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£105,275.00",HTA Researcher Lead,EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£65,227.00",NIHR Public Health Research ( NETSCC ),EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£48,396.22",HTA Researcher Lead,EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-522451-90036,"£199,099.00",Reviews Infrastructure (Existing),EX4 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW CALEDONIAN UNIVERSITY,ERS-522453-90059,"£102,303.25",HTA Commissioned Research,G4 0BA,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£90,693.00",EME - ( NETSCC ),G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£46,671.62",HTA Commissioned Research,G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£72,449.28",HTA Researcher Lead,G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£79,938.51",Commissioned EME,G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£19,404.24",NIHR Public Health Research ( NETSCC ),G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-522454-90037,"£38,497.00",HTA Commissioned Research,G12 8QQ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-522463-90038,"£53,780.79",HS & DR,AL10 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-522463-90038,"£28,371.24",HS & DR,AL10 9AB,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,HULL UNIVERSITY OF,ERS-522465-90039,"£27,737.00",HTA Commissioned Research,HU6 7RX,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,HULL UNIVERSITY OF,ERS-522465-90039,"£77,947.00",Invention for Innovation,HU6 7RX,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£96,286.08",HTA Commissioned Research,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£11,271.84",HTA Commissioned Research,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£22,893.18",HTA Researcher Lead,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£73,251.63",EME - ( NETSCC ),SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£86,540.56",HTA Researcher Lead,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£10,813.00",Targeted Capacity Building,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£93,710.35",Commissioned EME,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£58,665.77",HS & DR,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£43,937.00",PROJECTS,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£57,241.00",PROJECTS,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£20,030.58",HS & DR,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£62,034.36",EME - ( NETSCC ),SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£2,510.44",HTA Researcher Lead,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£8,543.61",HTA Researcher Lead,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£291,768.00",DIABETES CO-ORD CENTRE,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£111,390.50",HTA Researcher Lead,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£40,078.00",EME - ( NETSCC ),SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£55,710.00",Invention for Innovation,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£43,414.77",HTA Commissioned Research,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£63,283.50",HTA Commissioned Research,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£54,575.00",HTA Commissioned Research,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£17,706.00",PROJECTS,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£32,687.76",EME - ( NETSCC ),SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-522468-90042,"£19,897.00",Invention for Innovation,SW7 2AZ,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,INSTITUTE OF CANCER RESEARCH (ICR),ERS-522469-90054,"£69,019.00",HTA Researcher Lead,SW7 3RP,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,INSTITUTE OF EDUCATION (IOE),ERS-522470-90034,"£29,107.35",NIHR Public Health Research ( NETSCC ),WC1H 0AL,,Programme,PUBLIC,
Department of Health,Department of Health,26/06/2014,Research & development,DG: RDD,INSTITUTE OF EDUCATION (IOE),ERS-522470-90034,"£117,430.00",PROJECTS,WC1H 0AL,,Programme,PUBLIC,
