Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount �s ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WARWICKSHIRE PCT,PUBLIC,CV34 4DE,HAFS-14242,60000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-14116,61000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SUFFOLK PCT,PUBLIC,IP3 8LS,HAFS-14227,63000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOMERSET PCT,PUBLIC,WF3 1WE,HAFS-14212,64700000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-14135,66000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SHEFFIELD PCT,PUBLIC,S10 3TG,HAFS-14209,66500000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEICESTERSHIRE COUNTY & RUTLAND PCT,PUBLIC,CV13 0LJ,HAFS-14164,68000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,HAFS-14198,69000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LIVERPOOL PCT,PUBLIC,L13 1HN,HAFS-14167,69250000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH STAFFORDSHIRE PCT,PUBLIC,WS15 1UL,HAFS-14218,69710000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-14114,70000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-14115,70794000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-14118,72000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST KENT PCT,PUBLIC,ME20 7NJ,HAFS-14244,75000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,HAFS-14109,76000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BRADFORD AND AIREDALE PCT,PUBLIC,WF3 1WE,HAFS-14101,80500000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-14121,81000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WORCESTERSHIRE PCT,PUBLIC,WR4 9RW,HAFS-14252,81000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORFOLK PCT,PUBLIC,NR1 3FR,HAFS-14182,89000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST MIDLANDS SHA,PUBLIC,B16 9RG,HAFS-14245,89000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NOTTINGHAMSHIRE COUNTY TEACHING PCT,PUBLIC,NG5 7EU,HAFS-14196,90000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-14122,91000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LINCOLNSHIRE PCT,PUBLIC,LN4 2HN,HAFS-14166,92000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-14132,95000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEEDS PCT,PUBLIC,WF3 1WE,HAFS-14162,95774000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,HAFS-14192,97000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTHAMPTONSHIRE PCT,PUBLIC,NN5 6UH,HAFS-14193,97000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST SUSSEX PCT,PUBLIC,WF3 1WE,HAFS-14246,97000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MANCHESTER PCT,PUBLIC,M23 9LH,HAFS-14170,100000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SURREY PCT,PUBLIC,KT16 0QA,HAFS-14229,124000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMPSHIRE PCT,PUBLIC,WF3 1WE,HAFS-14140,136000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LONDON SHA,PUBLIC,SW1E 6QT,HAFS-14168,144171000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-14150,148000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,CASH FUNDING Rev ND In RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-14180,912000000.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,Secondees in invoiced costs,Commissioning,BEDFORDSHIRE PCT,PUBLIC,MK40 2AW,705722,44585.00 ,,Reimbursement for 2012/13 secondment cost,Admin,
Department of Health,Department of Health,01/10/2012,Storage costs,Strategy Finance & NHS,TEVA UK LTD,LARGE,,2310268780,21667.00 ,,,,
Department of Health,Department of Health,01/10/2012,Storage costs,Strategy Finance & NHS,TEVA UK LTD,LARGE,,2310268780,249851.00 ,,,,
Department of Health,Department of Health,01/10/2012,Raw materials & consumables,Strategy Finance & NHS,TEVA UK LTD,LARGE,,2310268780,1039.00 ,,,,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836079,2866.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836079,6070.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836079,20776.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836096,23881.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2878001-18-OCT-12,69153.00 ,,,Other,
Department of Health,Department of Health,01/10/2012,Rent of Land & Buildings (non-PFI operating lease),Strategy Finance & NHS,PERDISWELL MILLENIUM PARK LTD,SME,WR5 3HS,228,26750.00 ,,"SO2000 - The Coach House, John Comyn Drive, Perdiswell Park, Droitwich Road, Worcester  WR3 7SN - Perdiswell Millenium Park Ltd - rent",Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836096,50583.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,EMERY MCLAVEN ORR LTD,LARGE,BS8 1PD,121045848,112895.00 ,,Stoptober national Face to face activity,Programme,
Department of Health,Department of Health,01/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836096,173136.00 ,,Media for Bowel Cancer campaign,Programme,
Department of Health,Department of Health,01/10/2012,Outsourcing Contract,External Relations,HIGHER EDUCATION FUNDING COUNCIL ENGLAND (HEFCE),PUBLIC,BS16 1QD,SOP1393,0.00 ,,,Programme,
Department of Health,Department of Health,01/10/2012,Outsourcing Contract,Social Care,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,15046649,10000.00 ,,"R111903 - A Clinical, Economic and Operational Evaluation of Pilot Women's Enhance Medium Secure Services for the period 1 April 2011 - 31 Dec 2011.  Additonal costs as per variation of contract.",Programme,
Department of Health,Department of Health,01/10/2012,Consultancy/Professional Advice,Social Care,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,15046649,33352.00 ,,To provide an evalualtion of Women's Enhanced Medium Secure Services - Business Case.  Start date Sept 09 to March 2011.,Programme,11971
Department of Health,Department of Health,01/10/2012,Outsourcing Contract,External Relations,HIGHER EDUCATION FUNDING COUNCIL ENGLAND (HEFCE),PUBLIC,BS16 1QD,SOP1393,93829.00 ,,HEFCE costs for 2012 National Student Survey,Programme,
Department of Health,Department of Health,01/10/2012,Grants to non profit institutions (CUR),NHS Medical,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,VCS,N7 9AS,ERS-472374-64581,30117.00 ,,National Coalition Activities and Products 2012-2013,Programme,
Department of Health,Department of Health,01/10/2012,Outsourcing Contract,External Relations,BROOK ADVISORY CENTRES,VCS,EC1Y 8QU,2351,38000.00 ,,Brook contact centre provision - specialist sexual health advice.,Programme,
Department of Health,Department of Health,02/10/2012,Admin Revenue Grant-in-Aid ENDPBs,Strategy Finance & NHS,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNOCTOBER2012,12000000.00 ,,CQC revenue payments 2012/13,Admin,
Department of Health,Department of Health,02/10/2012,Admin Capital Grant-in-Aid to ENDPBs,Strategy Finance & NHS,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNOCTOBER2012,3000000.00 ,,CQC Capital payments 2012/13,Programme,
Department of Health,Department of Health,02/10/2012,Admin Revenue Grant-in-Aid ENDPBs,Strategy Finance & NHS,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNOCTOBER2012,150000.00 ,,CQC Revenue payments (Healthwatch) 2012/13,Admin,
Department of Health,Department of Health,02/10/2012,Policy Payments,NHS Medical,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0BJ,H0076721,323000.00 ,,CSO funding for implementation of the MSC Programme 2012/13,Programme,
Department of Health,Department of Health,02/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836080,0.00 ,,Advertising for Stoptober campaign - Regional press/Partnership,Programme,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251269RI,3498.00 ,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£3,497.75 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2878001-18-OCT-12,4877.00 ,,,Other,
Department of Health,Department of Health,02/10/2012,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251271RI,4948.00 ,,"Maple Street - Fixed Cleaning Costs from 01/04/12 - 31/03/2013 @4,947.75 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251277RI,5385.00 ,,"Accommodation Central - FM Fixed Costs from Apr 2012 - Mar 2013 @£5,385.19 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251275RI,9773.00 ,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£9,772.88 mthly.",Admin,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251271RI,11210.00 ,,"Maple Street - Fixed FM Costs from 01/04/12 - 31/03/2013 @11,209.92 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251273RI,12534.00 ,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£12,533.53mthly",Admin,
Department of Health,Department of Health,02/10/2012,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251275RI,13029.00 ,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£13,028.68 mthly.",Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251271RI,13107.00 ,,"Maple Street - Fixed Building Maintenance Costs from 01/04/12 - 31/03/2013 @13,107.33 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251271RI,16488.00 ,,"Maple Street - Fixed Security Costs from 01/04/12 - 31/03/2013 @16,487.50 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251274RI,19049.00 ,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£19,049.25 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251273RI,19251.00 ,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning @£19,251.42mthly",Admin,
Department of Health,Department of Health,02/10/2012,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251275RI,25902.00 ,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£25,902.42 mthly.",Admin,
Department of Health,Department of Health,02/10/2012,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251273RI,26406.00 ,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Security @£26,405.67mthly",Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251275RI,26814.00 ,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£26,814.04 mthly.",Admin,
Department of Health,Department of Health,02/10/2012,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251274RI,27299.00 ,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£27,299.10 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251269RI,31875.00 ,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£31,875.08 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251274RI,35756.00 ,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£35,756.01 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251273RI,36260.00 ,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£36,259.76mthly",Admin,
Department of Health,Department of Health,02/10/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,836080,41797.00 ,,Advertising for Stoptober campaign - national press,Programme,
Department of Health,Department of Health,02/10/2012,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251274RI,43888.00 ,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£43,887.65 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303414,654831.00 ,,CSC Baseline charges - From April to September 2012,Admin,
Department of Health,Department of Health,02/10/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00251277RI,50049.00 ,,"Accommodation Central - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£50,048.95 mthly",Admin,
Department of Health,Department of Health,02/10/2012,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1458,67898.00 ,,Bowel cancer campaign - events,Programme,
Department of Health,Department of Health,02/10/2012,Publicity & advertising,External Relations,23 RED LTD,SME,N1 9BG,401042,112599.00 ,,"June 12 and July 12 costs incurred on and implementation of the following work strands: Change4Life, SmokeFree, Older People, Teen Health, Copy and Design and Expenses",Programme,
Department of Health,Department of Health,02/10/2012,Rates,Goverance Operations & Assurance,READING BOROUGH COUNCIL,PUBLIC,RG1 7TD,51134617/MAY-JUL2012CANNCELLED,30090.00 ,,"Premier House - Annual  Business Rate 2012 - 2013 @ £100,302 Ref:51134617",Admin,
Department of Health,Department of Health,02/10/2012,Policy Payments,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HPC/019,43268.00 ,,Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HPC.,Programme,
Department of Health,Department of Health,02/10/2012,Rates,Goverance Operations & Assurance,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,6323717OCT-DEC2012,521020.00 ,,"Skipton House - Annual  Business Rate 2012 - 2013 @ £521,020 per quarter Ref:6323717",Admin,
Department of Health,Department of Health,02/10/2012,Grants to non profit institutions (CUR),Social Care,THE ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH,PUBLIC,WC1X 8SH,ERS-472577-64601,479270.00 ,,2012/070 Royal College of Paediatrics and Child Health - project: developing an ePortal for children and young people mental health - policy grant -E Keech,Programme,
Department of Health,Department of Health,02/10/2012,Grants to non-profit institutions (CAP),NHS Medical,MARIE CURIE CANCER CARE,VCS,SE1 7TP,ERS-472578-64602,1404879.00 ,,S64 Capital Grant -West Mids Hospice Development Final Building Costs,Programme,
Department of Health,Department of Health,03/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472651-64622,524825.00 ,,CRF's CRII,Programme,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100011765,90281.00 ,,NHS SBS  charges for BMS Support and Development Service from 1 April 2012 to 31 March 2013,Admin,
Department of Health,Department of Health,03/10/2012,Policy Payments,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH031,300000.00 ,,CHRE Revenue Non-Core Drawdown 2012/13,Admin,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100038088,0.00 ,,,Admin,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303336,7158.00 ,,IMS2.1 deployment pre IMS3 - Other ALBs,Admin,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303336,9365.00 ,,Quarry House - Phases 2 & 3,Admin,
Department of Health,Department of Health,03/10/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2878001-18-OCT-12,9780.00 ,,,Other,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,External Relations,ETHNIC DIMENSION,LARGE,SL4 2JY,80/DOH/1/26.912,22200.00 ,,Ethnic Minority creative development research for cancer and dementia campaigns,Programme,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303336,22561.00 ,,Maple Street Phase 2,Admin,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303337,26505.00 ,,"Small Project definition WAF for Desktop IT, VC and Telephony requirements for DRO staff move to Towneley House Burnley",Admin,
Department of Health,Department of Health,03/10/2012,Professional fees,NHS Finance Operations & Performance,KPMG LLP,LARGE,E14 5AG,5500573368,35313.00 ,,Worcestershire Health and Care NHS trust.  NHSFT Financial Assessment,Programme,
Department of Health,Department of Health,03/10/2012,Professional fees,NHS Finance Operations & Performance,KPMG LLP,LARGE,E14 5AG,5500573369,35313.00 ,,Shropshire Community Health NHS Trust.  NHSFT Financial Assessemnts,Programme,
Department of Health,Department of Health,03/10/2012,Professional fees,NHS Finance Operations & Performance,KPMG LLP,LARGE,WD17 1DE,5500584728,36165.00 ,,Bridgewater Community Healthcare NHS Trust.  NHSFT Financial Assessments,Programme,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201303345,57335.00 ,,IMS2.1 deployment pre IMS3 - Other ALBs,Admin,
Department of Health,Department of Health,03/10/2012,Computer Hardware Purch,Informatics Directorate,PROBRAND LTD,,,15607183,70638.00 ,,,,
Department of Healthh,Department of Health,03/10/2012,Policy Payments,Social Care,LOCAL GOVERNMENT ASSOCIATION,SME,SW1P 3HZ,40208373,85714.00 ,,LGA Local Healthwatch Implementation Programme,Admin,
Department of Health,Department of Health,03/10/2012,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100038088,90705.00 ,,Club Managed Service from  April 2012 to March 2013,Admin,
