Departmental Family,Entity,Date,Expense type,Expense area,Supplier,Transaction Number,Amount,Description
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BEAUMONT COLLEGE A SCOPE COLLEGE,6639446,33264.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KIRKLEES METRO COUNCIL,6642674,33245.49,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BARNARDOS,6639716,33201.90,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HERTFORDSHIRE COUNTY COUNCIL,6641762,33189.57,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,York College,6639070,32928.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NEWHAM COLLEGE OF FURTHER EDUCATION,6639254,32928.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,HADLOW COLLEGE,6639844,32928.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Staffordshire County Council,6642262,32886.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BEAUMONT COLLEGE A SCOPE COLLEGE,6639444,32794.05,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LIVERPOOL CITY COUNCIL,6641628,32791.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Staffordshire County Council,6641474,32611.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,London South East Colleges,6638692,32592.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BIRMINGHAM METROPOLITAN COLLEGE,6638736,32592.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Staffordshire County Council,6641472,32531.07,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NORTH TYNESIDE METRO BOROUGH COUNCIL,6642858,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,6642862,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,STOCKPORT METRO BOROUGH COUNCIL,6643000,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LEEDS CITY COUNCIL,6643066,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BOURNEMOUTH COUNCIL,6643206,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,REDBRIDGE LONDON BOROUGH COUNCIL,6643478,32499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,COVENTRY CITY COUNCIL,6642014,32282.24,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NORTH WARWICKSHIRE & SOUTH LEICESTERSHIRE COLLEGE,6638768,32256.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,West Herts College,6639204,32256.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,London Borough of Richmond upon Thames,6642736,32222.74,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTH SHROPSHIRE COLLEGE,6644004,31961.50,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LINKAGE COMMUNITY TRUST LTD,6639570,31920.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KNOWSLEY METRO BOROUGH COUNCIL,6642578,31830.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,ROCHDALE SIXTH FORM COLLEGE,6640782,31691.07,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DORSET COUNTY COUNCIL,6642300,31672.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,St Piers School (Young Epilepsy),6642840,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,COVENTRY CITY COUNCIL,6642854,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,6642944,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,DERBYSHIRE COUNTY COUNCIL,6643162,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LEICESTERSHIRE COUNTY COUNCIL,6643178,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LANCASHIRE COUNTY COUNCIL,6643266,31666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,PETERBOROUGH REGIONAL COLLEGE,6638754,31584.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,TAMESIDE COLLEGE,6638914,31584.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST THAMES COLLEGE,6639016,31584.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Newcastle-under-Lyme College,6640818,31584.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,SHIPLEY COLLEGE,6639024,31248.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WORCESTERSHIRE COUNTY COUNCIL,6642364,31241.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BIRMINGHAM CITY COUNCIL,6641492,31228.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SOMERSET COUNTY COUNCIL,6642542,31202.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KING EDWARD VI COLLEGE STOURBRIDGE,6640378,31004.34,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LANCASHIRE COUNTY COUNCIL,6642670,30949.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,CITY OF SUNDERLAND COLLEGE,6638998,30912.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,6642942,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WIRRAL METRO BOROUGH COUNCIL,6642966,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LEICESTER CITY COUNCIL,6642974,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,6643004,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,PETERBOROUGH CITY COUNCIL,6643036,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,COVENTRY CITY COUNCIL,6643056,30833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Royal National Insitute of Blind People - RNIB Sun,6644220,30833.32,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HILLINGDON TRAINING LTD,6639968,30777.43,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KENT COUNTY COUNCIL,6641360,30760.49,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Cambian Lufton College,6639492,30725.13,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,CHESTERFIELD COLLEGE,6638664,30576.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST SUFFOLK COLLEGE,6638708,30576.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,SOUTH THAMES COLLEGE,6639212,30576.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NEWBURY COLLEGE,6639362,30576.00,Grants to educational establishments or not for profit organisations including other businesses
