Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total,
Ministry of Defence,Ministry of Defence,27/04/2015,Purchase of information and communications technology,JFC,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,461433,IT + communications asset - in year capital addition,"£97,621.43"
Ministry of Defence,Ministry of Defence,16/04/2015,Purchase of buildings - Dwellings,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,457734,Property building dwellings asset - in year capital addition,"£97,535.00"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Air Command,COMPUTACENTER (UK) LIMITED,SE1 8HL,453528,Equipment support project costs,"£97,030.73"
Ministry of Defence,Ministry of Defence,16/04/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR9 2UL,457896,Fees for professional services excluding legal fees,"£96,473.37"
Ministry of Defence,Ministry of Defence,13/04/2015,Spend on Inventory - General,Defence Equipment + Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,456177,Spend on Inventory - General,"£96,440.42"
Ministry of Defence,Ministry of Defence,15/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,OSI MARITIME SYSTEMS LTD,V5G 4L6,457402,Equipment support non-project costs,"£96,374.11"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTH NORFOLK DISTRICT COUNCIL,NR27 9EL,455203,Rent buildings - non civil estate property and married quarter property,"£96,260.50"
Ministry of Defence,Ministry of Defence,21/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HART DISTRICT COUNCIL,GU51 4AE,459426,Rent buildings - non civil estate property and married quarter property,"£96,091.12"
Ministry of Defence,Ministry of Defence,22/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CENTRAL BEDFORDSHIRE COUNCIL,SG17 5TQ,459837,Rent buildings - non civil estate property and married quarter property,"£96,041.75"
Ministry of Defence,Ministry of Defence,09/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,TLMNEXUS LTD,BN1 6AF,455365,Equipment support non-project costs,"£96,000.00"
Ministry of Defence,Ministry of Defence,27/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,OY FORCIT AB,BN1 6AF,3000012296,Equipment support project costs,"£95,994.00"
Ministry of Defence,Ministry of Defence,24/04/2015,Spend on Inventory - General,Defence Equipment + Support,SEYNTEX NV,CH61 1BE,461064,Spend on Inventory - General,"£95,832.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,DEBUT SERVICES (SOUTH WEST)LIMITED,BS34 8JH,460364,Equipment support non-project costs,"£95,673.22"
Ministry of Defence,Ministry of Defence,14/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,MABANAFT DEUTSCHLAND GMBH,BS34 8JH,5000126276,Utilities consumed - heating oil,"£94,851.36"
Ministry of Defence,Ministry of Defence,23/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,460699,Works - estate management,"£94,758.86"
Ministry of Defence,Ministry of Defence,27/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,HELITUNE LTD,EX38 7HP,461421,Equipment support non-project costs,"£94,572.55"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Air Command,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,453561,Equipment support project costs,"£94,488.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Spend on Inventory - General,Defence Equipment + Support,MACTAGGART  SCOTT & COMPANY LTD,EH20 9SP,460497,Spend on Inventory - General,"£94,483.15"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Navy Command,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,453561,Computer equipment costing below the capitalisation threshold,"£94,368.90"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,ELECTRO SERVICES (MIDLANDS) LTD,TF7 4QL,453554,Equipment support non-project costs,"£94,301.52"
Ministry of Defence,Ministry of Defence,10/04/2015,Rental of plant and machinery,Land Forces,BRISTOL MANAGED SERVICES LTD,BS16 5LL,455497,Plant + machinery operating lease,"£94,141.44"
Ministry of Defence,Ministry of Defence,23/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,460320,Estate core services charge,"£94,067.61"
Ministry of Defence,Ministry of Defence,24/04/2015,"Transportation of personnel, freight and travel expenses",Air Command,AGILITY LOGISTICS LIMITED,RG1 2LG,460763,Movement of service personnel,"£93,924.00"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,RFD BEAUFORT LIMITED,CH41 1HQ,453678,Post design services which are not capitalised,"£93,438.22"
Ministry of Defence,Ministry of Defence,08/04/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SECURITAS SECURITY SERVICES (UK) LIMITED,B6 7SS,454696,Fees for professional services excluding legal fees,"£93,223.76"
Ministry of Defence,Ministry of Defence,14/04/2015,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,456595,Works - estate management,"£93,205.73"
Ministry of Defence,Ministry of Defence,09/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BEZIRKSREGIERUNG DUESSELDORF,SP9 7QD,5000126091,Works - estate management,"£93,002.64"
Ministry of Defence,Ministry of Defence,23/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,CLAVERHAM LTD,BS49 4NF,460344,Equipment support non-project costs,"£92,740.00"
Ministry of Defence,Ministry of Defence,30/04/2015,Food and clothing,Defence Equipment + Support,COMPASS SERVICES (U.K.) LIMITED,GU15 4PQ,462842,Cost of food purchases,"£92,288.08"
Ministry of Defence,Ministry of Defence,10/04/2015,Design services and minor equipment purchases,Navy Command,BABCOCK LAND LIMITED,BH23 6BS,455466,Equipment support non-project costs,"£92,249.86"
Ministry of Defence,Ministry of Defence,16/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,457691,Fiscal asset under construction - capital in year addition,"£92,247.07"
Ministry of Defence,Ministry of Defence,07/04/2015,Purchase of inventory and services ,Defence Equipment + Support,AAH PHARMACEUTICALS LTD,CV2 2TX,453424,Consumption of medical dental and veterinary inventory,"£92,169.08"
Ministry of Defence,Ministry of Defence,22/04/2015,IT and communication services,JFC,SERCO LIMITED,RG27 9UY,460128,Computer equipment costing below the capitalisation threshold,"£92,151.59"
Ministry of Defence,Ministry of Defence,22/04/2015,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3000012272,Spend on Inventory - General,"£91,984.56"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,FIVE ACRES PRIMARY SCHOOL,OX25 2SN,462902,Schools + community relations initiatives,"£91,600.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CITY OF EDINBURGH COUNCIL,EH1 1UF,457706,Rent buildings - non civil estate property and married quarter property,"£91,205.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Externally delivered education and training,Land Forces,SAAB AB,EH1 1UF,3000012214,External military training ,"£91,181.00"
Ministry of Defence,Ministry of Defence,27/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SAVILLS COMMERCIAL LIMITED,EC2M 7EE,461696,Rent buildings - non civil estate property and married quarter property,"£91,060.15"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Defence Equipment + Support,SOFTWARE BOX LIMITED,YO61 1ET,453711,Computer equipment costing below the capitalisation threshold,"£90,889.14"
Ministry of Defence,Ministry of Defence,23/04/2015,Design services and minor equipment purchases,Navy Command,STONE COMPUTERS LIMITED,ST18 9AA,460661,Equipment support non-project costs,"£90,859.20"
Ministry of Defence,Ministry of Defence,15/04/2015,IT and communication services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,457191,Information technology services,"£90,832.23"
Ministry of Defence,Ministry of Defence,28/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,YOUNGMAN GROUP LTD,CM9 4LJ,462160,Equipment support non-project costs,"£90,727.79"
Ministry of Defence,Ministry of Defence,17/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,MABANAFT DEUTSCHLAND GMBH,CM9 4LJ,5000126405,Utilities consumed - heating oil,"£90,645.15"
Ministry of Defence,Ministry of Defence,15/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SOUTH AYRSHIRE COUNCIL,KA7 2PL,457491,Rent buildings - non civil estate property and married quarter property,"£90,640.00"
Ministry of Defence,Ministry of Defence,30/04/2015,IT and communication services,JFC,CAPITA BUSINESS SERVICES LTD,DL1 9HN,462803,Information technology services,"£90,556.07"
Ministry of Defence,Ministry of Defence,21/04/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS HAGGLUNDS AB,DL1 9HN,2135760,Spend on Inventory - General,"£90,476.03"
Ministry of Defence,Ministry of Defence,14/04/2015,IT and communication services,JFC,SOFTWARE BOX LIMITED,YO61 1ET,456981,Computer equipment costing below the capitalisation threshold,"£90,213.52"
Ministry of Defence,Ministry of Defence,07/04/2015,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,453759,External military training ,"£90,160.41"
Ministry of Defence,Ministry of Defence,09/04/2015,"Transportation of personnel, freight and travel expenses",Air Command,AGILITY LOGISTICS LIMITED,RG1 2LG,454816,Movement of service personnel,"£90,147.01"
Ministry of Defence,Ministry of Defence,20/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000126454,Utilities consumed - electricity,"£90,038.05"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,453518,Computer equipment costing below the capitalisation threshold,"£90,004.33"
Ministry of Defence,Ministry of Defence,16/04/2015,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000126369,Cost of food purchases,"£89,807.31"
Ministry of Defence,Ministry of Defence,27/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,OVIK SOLUTIONS LIMITED,DT5 8BF,461611,Equipment support non-project costs,"£89,492.04"
Ministry of Defence,Ministry of Defence,14/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,456938,Post design services which are not capitalised,"£89,421.60"
Ministry of Defence,Ministry of Defence,15/04/2015,"Purchase of major spares armaments, medical & general stores",Defence Equipment + Support,HINDLE COCKBURNS LTD,LS11 5UG,457278,Capital spares engineering and technical inventory fiscal capital in year addition,"£89,384.40"
Ministry of Defence,Ministry of Defence,14/04/2015,Estate management,JFC,QINETIQ LIMITED,GU14 0LX,456933,Estate + facilities management services - accommodation inventory + service,"£89,273.87"
Ministry of Defence,Ministry of Defence,07/04/2015,"Transportation of personnel, freight and travel expenses",Land Forces,METCALFE FARMS (HAULAGE) LIMITED,DL8 5JZ,453632,Freight movement costs,"£89,232.30"
Ministry of Defence,Ministry of Defence,21/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,459285,Estate + facilities management services - accommodation inventory + service,"£88,974.00"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Land Forces,SOFTWARE BOX LIMITED,YO61 1ET,453711,Computer equipment costing below the capitalisation threshold,"£88,507.77"
Ministry of Defence,Ministry of Defence,24/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PORTSMOUTH CITY COUNCIL,PO1 2BE,461018,Rent buildings - non civil estate property and married quarter property,"£88,087.30"
Ministry of Defence,Ministry of Defence,16/04/2015,"Purchase of munitions, other inventory or fuel",DES Bespoke Trading Entity,COONEEN DEFENCE LIMITED,BT75 0NE,44350,Raw materials and consumable clothing and textiles inventory purchased,"£87,955.78"
Ministry of Defence,Ministry of Defence,27/04/2015,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,461277,Cost of ground diesel fuel consumed,"£87,843.40"
Ministry of Defence,Ministry of Defence,29/04/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,462180,Movement of service personnel,"£87,496.39"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,THE HIGHLAND COUNCIL,IV3 5NX,463233,Schools + community relations initiatives,"£87,399.00"
Ministry of Defence,Ministry of Defence,21/04/2015,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,459343,Cost of ground diesel fuel consumed,"£87,384.46"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,BURY BOROUGH COUNCIL,BL9 0SW,454893,Rent buildings - non civil estate property and married quarter property,"£87,261.00"
Ministry of Defence,Ministry of Defence,10/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,455454,Estate + facilities management services - accommodation inventory + service,"£86,901.25"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,453525,Equipment support project costs,"£86,534.44"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,WELSH LOCAL GOVERNMENT ASSOCIATION,CF10 4LG,463292,Schools + community relations initiatives,"£86,500.00"
Ministry of Defence,Ministry of Defence,15/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,457115,Equipment support project costs,"£86,330.12"
Ministry of Defence,Ministry of Defence,16/04/2015,Rent and rates,HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Rent buildings - non civil estate property and married quarter property,"£86,280.89"
Ministry of Defence,Ministry of Defence,07/04/2015,IT and communication services,Air Command,NATS (SERVICES) LIMITED,EH12 5HG,453640,Information technology services,"£86,132.40"
Ministry of Defence,Ministry of Defence,24/04/2015,Fuel for military use,Defence Equipment + Support,BOC LIMITED,M28 2UT,460801,Cost of industrial gas fuel consumed,"£86,100.87"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CAMBRIDGE CITY COUNCIL,CB2 3QJ,454900,Rent buildings - non civil estate property and married quarter property,"£85,989.25"
Ministry of Defence,Ministry of Defence,16/04/2015,Team Expenditure,HOCS,Hafif Travel and Tourism Co Ltd,,CO007,Team Expenditure,"£85,829.71"
Ministry of Defence,Ministry of Defence,27/04/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SPECTRUM HOUSING GROUP LIMITED,BH23 4GE,461729,Property dwellings private finance initiative - service concession arrangement service charge,"£85,546.36"
Ministry of Defence,Ministry of Defence,20/04/2015,Team Expenditure,HOCS,BT Al Saudia,,CO004,Team Expenditure,"£85,051.63"
Ministry of Defence,Ministry of Defence,22/04/2015,Fees for professional services,HO+CS,ERNST & YOUNG LLP,SE1 2AF,459922,The provision of advice and assistance relating to the strategy of an organisation,"£84,872.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Spend on Inventory - General,Defence Equipment + Support,HI-TEC SPORTS UK LIMITED,SS2 6GH,457812,Spend on Inventory - General,"£84,774.72"
Ministry of Defence,Council of Reserve Forces and Cadets Association,02/04/2015,Rates/NDR,Infrastructure,London Borough of Camden,WC1H 8NG,46,Rates/NDR,"£84,645.00"
